ProbeID	Gene.symbol
3332663	CD6
3332729	CD5
3332838	DAK
3332886	TMEM138
3332913	TMEM216
3332938	SDHAF2
3332964	C11orf66
3333086	RPLP0P2
3333116	DAGLA
3333169	C11orf9
3333226	FEN1
3333247	FADS2
3333309	BEST1
3333358	INCENP
3333410	SCGB1D1
3333417	SCGB2A1
3333425	SCGB1D2
3333433	SCGB2A2
3333443	ASRGL1
3333488	SCGB1A1
3333538	ROM1
3333572	C11orf83
3333595	GNG3
3333603	TTC9C
3333622	POLR2G
3333647	TAF6L
3333668	TMEM179B
3333711	SLC3A2
3333811	SLC22A10
3333831	SLC22A9
3333877	LGALS12
3333899	RARRES3
3333942	RTN3
3333999	C11orf84
3334025	MARK2
3334087	NAA40
3334125	COX8A
3334137	OTUB1
3334174	FLRT1
3334224	STIP1
3334257	FERMT3
3334277	NUDT22
3334290	NUDT22
3334304	DNAJC4
3334325	VEGFB
3334339	FKBP2
3334372	PLCB3
3334415	GPR137
3334446	KCNK4
3334484	ESRRA
3334501	PRDX5
3334518	CCDC88B
3334571	RPS6KA4
3334604	LOC439914
3334633	SLC22A11
3334659	SLC22A12
3334749	PPP2R5B
3334783	SNX15
3334812	SAC3D1
3334831	ZFPL1
3334847	C11orf2
3334884	TM7SF2
3334919	MRPL49
3334954	CAPN1
3335007	SLC22A20
3335029	POLA2
3335070	CDC42EP2
3335089	DPF2
3335124	TIGD3
3335131	FRMD8
3335267	SCYL1
3335327	SSSCA1
3335338	FAM89B
3335465	SIPA1
3335517	KAT5
3335571	OVOL1
3335600	SNX32
3335643	MUS81
3335697	CTSW
3335719	CCDC85B
3335736	DRAP1
3335751	TSGA10IP
3335774	SART1
3335885	BANF1
3335894	CST6
3335907	SF3B2
3335952	PACS1
3336043	KLC2
3336074	RAB1B
3336094	CNIH2
3336117	TMEM151A
3336197	NPAS4
3336220	PELI3
3336238	DPP3
3336277	BBS1
3336324	ACTN3
3336351	CCS
3336378	RBM14
3336402	RBM14
3336422	RBM4
3336486	C11orf80
3336554	RCE1
3336576	LRFN4
3336652	SYT12
3336680	RHOD
3336696	KDM2A
3336801	ADRBK1
3336857	ANKRD13D
3336906	SSH3
3336951	RAD9A
3337042	CARNS1
3337067	RPS6KB2
3337109	CABP4
3337137	AIP
3337168	GSTP1
3337196	NDUFV1
3337329	ALDH3B1
3337360	NDUFS8
3337390	TCIRG1
3337516	LRP5
3337618	PPP6R3
3337749	GAL
3337835	IGHMBP2
3337918	TPCN2
3338060	MYEOV
3338192	CCND1
3338293	ANO1
3338424	FADD
3338453	PPFIA1
3338552	CTTN
3338783	C11orf76
3338968	NADSYN1
3339056	KRTAP5-9
3339230	RNF121
3339261	IL18BP
3339311	LRTOMT
3339346	FOLR3
3339382	FOLR2
3339406	FOLR1
3339423	INPPL1
3339722	P2RY2
3339774	P2RY6
3339812	ARHGEF17
3339880	RELT
3339971	PLEKHB1
3340032	MRPL48
3340066	PAAF1
3340116	DNAJB13
3340161	PPME1
3340269	POLD3
3340410	NEU3
3340449	SLCO2B1
3340589	SERPINH1
3340665	DGAT2
3340697	UVRAG
3340913	C11orf30
3341024	TSKU
3341061	ACER3
3341137	B3GNT6
3341155	CAPN5
3341213	OMP
3341221	MYO7A
3341362	AQP11
3341440	RN28S1
3341497	THRSP
3341539	KCTD21
3342426	C11orf82
3342525	PCF11
3342569	ANKRD42
3342983	TMEM126B
3343008	TMEM126A
3343059	CCDC83
3343202	EED
3343252	C11orf73
3343293	CCDC81
3343452	PRSS23
3343546	TMEM135
3343832	TYR
3343900	FOLH1
3344142	NAALAD2
3344608	MTNR1B
3344685	CCDC67
3344861	C11orf54
3344897	MED17
3344990	PANX1
3345107	ANKRD49
3345142	FUT4
3345157	PIWIL4
3345222	AMOTL1
3345340	KDM4D
3345427	ENDOD1
3345593	CEP57
3345774	JRKL
3345940	CNTN5
3346147	ARHGAP42
3346412	C11orf70
3346453	YAP1
3346548	BIRC3
3346584	BIRC2
3346981	DDI1
3347118	GRIA4
3347234	AASDHPPT
3347431	ELMOD1
3347533	RAB39
3347549	CUL5
3347615	ACAT1
3347658	ATM
3347831	DDX10
3347939	C11orf87
3348189	FDX1
3348353	C11orf53
3348551	C11orf88
3348568	LAYN
3348608	SIK2
3348748	C11orf1
3348765	HSPB2
3348773	C11orf52
3348790	DIXDC1
3348852	DLAT
3348891	C11orf57
3348911	SDHD
3348940	BCO2
3348990	TEX12
3349014	PTS
3349051	LOC100132686
3349293	NCAM1
3349453	TTC12
3349535	ANKK1
3349660	HTR3B
3349688	HTR3A
3349719	ZBTB16
3349858	NNMT
3349918	RBM7
3349948	REXO2
3350027	FAM55B
3350655	APOC3
3350749	PAFAH1B2
3350775	SIDT2
3350830	TAGLN
3350850	RNF214
3350908	CEP164
3351166	IL10RA
3351200	TMPRSS4
3351280	CD3E
3351300	CD3G
3351315	UBE4A
3351359	ATP5L
3351385	MLL
3351461	MLL
3351498	TMEM25
3351531	ARCN1
3351564	PHLDB1
3351675	CXCR5
3351688	UPK2
3351711	FOXR1
3351733	CCDC84
3351775	TRAPPC4
3351806	VPS11
3351841	HMBS
3351895	C2CD2L
3351931	HINFP
3351975	ABCG4
3352002	NLRX1
3352040	PDZD3
3352070	CBL
3352130	RNF26
3352159	LOC100499227
3352404	OAF
3352438	POU2F3
3352485	TMEM136
3352503	ARHGEF12
3352618	GRIK4
3352813	TBCEL
3352847	TECTA
3352904	SC5DL
3352948	SORL1
3353335	UBASH3B
3353417	CRTAM
3353441	C11orf63
3353640	GRAMD1B
3353853	OR8D4
3353859	OR4D5
3353879	OR10G8
3353914	VWA5A
3354041	OR8G5
3354095	OR8A1
3354156	PANX3
3354174	TBRG1
3354210	SPA17
3354227	NRGN
3354293	ROBO3
3354380	HEPN1
3354389	CCDC15
3354443	SLC37A2
3354535	PKNOX2
3354719	3354719
3354731	EI24
3354764	STT3A
3354799	CHEK1
3354850	PATE1
3354879	HYLS1
3354896	DDX25
3355021	FAM118B
3355056	FOXRED1
3355091	TIRAP
3355114	DCPS
3355145	ST3GAL4
3355315	NCRNA00288
3355733	FLI1
3355860	KCNJ5
3355956	BARX2
3356038	TMEM45B
3356115	APLP2
3356175	ST14
3356328	ADAMTS15
3356417	C11orf44
3356539	NTM
3357237	JAM3
3357279	VPS26B
3357303	ACAD8
3357346	GLB1L3
3357397	GLB1L2
3357723	BET1L
3357785	SIRT3
3357840	IFITM3
3357885	SIGIRR
3358049	RNH1
3358090	HRAS
3358112	C11orf35
3358174	IRF7
3358201	CDHR5
3358241	SCT
3358262	DEAF1
3358361	PDDC1
3358393	CEND1
3358401	SLC25A22
3358425	LRDD
3358492	POLR2L
3358538	CHID1
3358742	TOLLIP
3358809	MOB2
3358854	DUSP8
3358888	KRTAP5-1
3358897	KRTAP5-2
3358906	KRTAP5-3
3358917	KRTAP5-4
3358950	CTSD
3359121	IGF2
3359134	IGF2
3359171	INS
3359180	TH
3359224	ASCL2
3359230	C11orf21
3359267	TRPM5
3359432	CDKN1C
3359448	SLC22A18AS
3359461	PHLDA2
3359469	NAP1L4
3359529	CARS
3359601	OSBPL5
3359751	ZNF195
3359881	ART5
3359897	CHRNA10
3359910	NUP98
3360006	RHOG
3360136	OR52B4
3360142	TRIM21
3360182	C11orf40
3360189	TRIM68
3360219	OR51E2
3360269	OR51F1
3360277	OR52R1
3360287	OR51S1
3360308	OR51G2
3360313	OR51G1
3360325	OR51A4
3360333	OR51A2
3360350	OR52E2
3360364	OR52A4
3360370	OR52A5
3360375	OR52A1
3360396	OR51V1
3360401	HBB
3360417	HBD
3360456	HBE1
3360486	OR51B4
3360505	OR51B2
3360529	OR51I1
3360543	UBQLN3
3360553	UBQLNL
3360587	OR52H1
3360622	TRIM5
3360672	OR52N5
3360675	OR52N1
3360684	OR52E6
3360687	OR52E8
3360702	OR52L1
3360719	OR56A4
3360724	OR56A1
3360772	FAM160A2
3360800	PRKCDBP
3360826	APBB1
3360874	HPX
3360901	TRIM3
3360941	ARFIP2
3360982	RRP8
3361021	TAF10
3361041	TPP1
3361072	DCHS1
3361116	MRPL17
3361225	OR6A2
3361238	OR2D2
3361245	ZNF214
3361381	CYB5R2
3361420	OVCH2
3361494	OR5P2
3361504	OR5P3
3361523	OR10A6
3361531	OR10A3
3361621	RIC3
3361672	LMO1
3361811	STK33
3361971	ST5
3362096	C11orf16
3362118	ASCL3
3362124	TMEM9B
3362159	NRIP3
3362191	SCUBE2
3362263	DENND5A
3362468	SBF2
3362719	EIF4G2
3362795	RNF141
3362826	LYVE1
3362852	MRVI1
3362934	ZBED5
3363091	GALNTL4
3363266	DKK3
3363645	BTBD10
3363686	PTH
3363868	RRAS2
3363923	COPB1
3363979	PSMA1
3364095	CYP2R1
3364119	CYP2R1
3364127	CALCA
3364306	SOX6
3364525	PLEKHA7
3364759	PIK3C2A
3364869	KCNJ11
3364878	ABCC8
3365014	USH1C
3365136	SERGEF
3365203	TPH1
3365249	SAAL1
3365282	SAA3P
3365318	SAA4
3365330	SAA1
3365360	HPS5
3365437	TSG101
3365487	UEVLD
3365525	SPTY2D1
3365559	IGSF22
3365601	PTPN5
3365682	MRGPRX1
3365738	MRGPRX2
3365757	CSRP3
3365776	E2F8
3366519	FANCF
3366792	RPL36AP40
3366903	MUC15
3366922	SLC5A12
3367036	CCDC34
3367096	LGR4
3367183	LIN7C
3367231	BDNF
3367338	KIF18A
3367580	KCNA4
3367673	MPPED2
3367788	DCDC5
3367917	DCDC1
3367965	IMMP1L
3368054	PAX6
3368304	WT1
3368398	CCDC73
3368520	CSTF3
3368707	CD59
3368748	FBXO3
3368814	LMO2
3368940	ABTB2
3369117	ELF5
3369366	SLC1A2
3369442	PAMR1
3369755	COMMD9
3369762	COMMD9
3369890	TRAF6
3369931	RAG2
3370269	LRRC4C
3370869	ALX4
3371003	TP53I11
3371114	SYT13
3371225	CHST1
3371303	PEX16
3371339	PHF21A
3371537	CHRM4
3371544	AMBRA1
3371660	HARBI1
3371673	ARHGAP1
3371719	CKAP5
3371928	ARFGAP2
3371964	PACSIN3
3371986	NUP160
3372097	ACP2
3372129	MYBPC3
3372174	SPI1
3372209	PSMC3
3372235	RAPSN
3372253	CELF1
3372337	KBTBD4
3372352	C1QTNF4
3372368	MTCH2
3372420	AGBL2
3372459	FNBP4
3372896	FOLH1
3373046	OR4C12
3373070	LOC441601
3373212	OR4C11
3373272	OR5W2
3373281	OR5I1
3373296	OR7E5P
3373339	OR8J3
3373346	OR8K5
3373383	OR5T2
3373392	OR8H1
3373411	OR5R1
3373415	OR5M9
3373420	OR5M3
3373431	OR5M8
3373453	OR5M10
3373463	OR5M11
3373487	OR5M1
3373503	OR5AP2
3373520	OR9G4
3373630	APLNR
3373675	TNKS1BP1
3373724	SSRP1
3373795	PRG3
3373811	PRG2
3373845	SLC43A3
3373893	SLC43A1
3373946	TIMM10
3373962	UBE2L6
3374061	YPEL4
3374083	MED19
3374189	OR9I1
3374213	OR1S2
3374218	OR10Q1
3374224	OR10W1
3374308	OR5B12
3374324	OR5B21
3374402	LPXN
3374460	GLYAT
3374517	GLYATL2
3374698	OSBP
3374746	PATL1
3374793	OR10V1
3374856	MRPL16
3374874	GIF
3374890	TCN1
3374934	MS4A6A
3375041	GPR44
3375049	PRPF19
3375091	SLC15A3
3375147	VPS37C
3375192	VWCE
3375245	DDB1
3375307	CYBASC3
3375340	CPSF7
3375396	SYT7
3375496	DKFZP434K028
3375518	C11orf10
3375545	FADS1
3375582	FADS3
3375612	RAB3IL1
3375648	FTH1
3375708	SCGB1D4
3375735	AHNAK
3375840	TUT1
3375862	MTA2
3375894	EML3
3375935	B3GAT3
3375951	GANAB
3375990	INTS5
3375999	C11orf48
3376023	UBXN1
3376046	LRRN4CL
3376054	BSCL2
3376121	ZBTB3
3376155	NXF1
3376193	STX5
3376235	WDR74
3376317	CHRM1
3376326	SLC22A6
3376367	SLC22A8
3376410	SLC22A24
3376433	SLC22A25
3376490	HRASLS5
3376512	HRASLS2
3376529	PLA2G16
3376556	ATL3
3376560	ATL3
3376677	RCOR2
3376714	MACROD1
3376779	TRPT1
3376832	BAD
3376867	TRMT112
3376914	NRXN2
3376976	RASGRP2
3377016	PYGM
3377044	SF1
3377091	MAP4K2
3377149	MEN1
3377177	CDC42BPG
3377226	EHD1
3377322	GPHA2
3377358	BATF2
3377385	NAALADL1
3377423	CDCA5
3377456	ZNHIT2
3377463	FAU
3377474	SYVN1
3377569	SLC25A45
3377669	LTBP3
3377737	KCNK7
3377752	MAP3K11
3377789	RELA
3377826	RNASEH2C
3377861	DKFZp761E198
3377886	CFL1
3377933	EFEMP2
3377964	FIBP
3377988	FOSL1
3378007	C11orf68
3378024	EIF1AD
3378043	CATSPER1
3378072	GAL3ST3
3378159	YIF1A
3378183	CD248
3378191	RIN1
3378210	BRMS1
3378228	B3GNT1
3378244	SLC29A2
3378281	MRPL11
3378320	ZDHHC24
3378344	CTSF
3378368	CCDC87
3378411	RBM4B
3378433	SPTBN2
3378541	PC
3378732	POLD4
3378758	CLCF1
3378790	PPP1CA
3378818	PTPRCAP
3378830	CORO1B
3378851	GPR152
3378867	TMEM134
3378895	PITPNM1
3378934	CDK2AP2
3378957	CABP2
3378983	C11orf72
3379031	NUDT8
3379045	TBX10
3379063	ACY3
3379091	ALDH3B2
3379269	UNC93B1
3379326	CHKA
3379390	SUV420H1
3379452	C11orf24
3379597	MTL5
3379644	CPT1A
3379708	MRPL21
3379744	MRGPRD
3379777	MRGPRF
3380065	CCND1
3380080	ORAOV1
3380126	FGF19
3380142	FGF4
3380181	FGF3
3380365	SHANK2
3380647	FLJ42102
3380697	DHCR7
3380769	KRTAP5-11
3380901	NUMA1
3380980	C11orf59
3380996	C11orf51
3381038	PHOX2A
3381063	CLPB
3381150	PDE2A
3381241	ARAP1
3381317	STARD10
3381377	FCHSD2
3381540	FAM168A
3381607	RAB6A
3381682	CHCHD8
3381702	C2CD3
3381806	DNAJB13
3381817	UCP2
3381843	UCP3
3381879	P4HA3
3381925	PGM2L1
3381965	KCNE3
3382015	CHRDL2
3382061	XRRA1
3382175	OR2AT4
3382216	ARRB1
3382296	KLHL35
3382319	GDPD5
3382410	MAP6
3382523	WNT11
3382698	GUCY2E
3382830	GDPD4
3382861	PAK1
3382948	CLNS1A
3382972	RSF1
3383046	RPS20P27
3383081	INTS4
3383130	KCTD14
3383138	NDUFC2
3383164	ALG8
3383227	GAB2
3383322	NARS2
3384248	FAM181B
3384270	PRCP
3384321	RAB30
3384471	CCDC90B
3384704	DLG2
3384718	DLG2
3385003	CREBZF
3385027	CCDC89
3385042	SYTL2
3385175	PICALM
3385307	ME3
3385509	FZD4
3385752	RAB38
3385769	CTSC
3385834	GRM5
3385951	NOX4
3386038	TRIM49
3386217	CHORDC1
3386638	SLC36A4
3386737	C11orf75
3386814	TAF1D
3387010	GPR83
3387033	MRE11A
3387171	CWC15
3387259	SESN3
3387413	FAM76B
3387483	MTMR2
3387537	MAML2
3387708	LOC100131541
3387771	CCDC82
3388365	PGR
3388438	TRPC6
3388517	ANGPTL5
3388631	TMEM123
3388673	MMP7
3388696	MMP20
3388730	MMP27
3388751	MMP8
3388785	MMP10
3388807	MMP1
3388830	MMP3
3388859	MMP12
3388893	MMP13
3388914	DCUN1D5
3389077	PDGFD
3389257	CASP12
3389273	CASP4
3389330	CASP5
3389353	CASP1
3389473	CARD18
3389529	KIAA1826
3389566	KBTBD3
3389647	GUCY1A2
3389745	CWF19L2
3389878	ALKBH8
3389954	SLN
3389976	SLC35F2
3390067	NPAT
3390143	C11orf65
3390180	KDELC2
3390195	EXPH5
3390542	RDX
3390641	ARHGAP20
3390852	C11orf92
3390860	POU2AF1
3390949	BTG4
3391029	PPP2R1B
3391093	ALG9
3391149	FDXACB1
3391214	PIH1D2
3391234	TIMM8B
3391255	IL18
3391653	DRD2
3391724	TMPRSS5
3391769	ZW10
3391816	USP28
3392044	C11orf71
3392062	FAM55A
3392091	FAM55D
3392332	CADM1
3392840	BUD13
3392871	ZNF259
3392957	APOA5
3392973	APOA4
3392986	APOA1
3392996	SIK3
3393200	PCSK7
3393257	BACE1
3393311	DSCAML1
3393446	FXYD2
3393479	FXYD6
3393536	TMPRSS13
3393622	SCN4B
3393652	SCN2B
3393670	AMICA1
3393704	MPZL3
3393720	MPZL2
3393744	CD3D
3393796	3393796
3393834	IFT46
3393891	TREH
3393946	DDX6
3393993	BCL9L
3394057	RPL23AP64
3394092	SLC37A4
3394123	HYOU1
3394183	H2AFX
3394192	DPAGT1
3394264	MCAM
3394315	C1QTNF5
3394330	C1QTNF5
3394356	USP2
3394412	THY1
3394488	PVRL1
3394660	TRIM29
3395198	BLID
3395416	HSPA8
3395464	ASAM
3395691	SCN3B
3395735	ZNF202
3395765	OR6X1
3395774	OR6M1
3395807	OR6T1
3395811	OR10S1
3395817	OR10G7
3395893	OR8D1
3395899	OR8D2
3395958	OR8B4
3395964	OR8B8
3395990	OR8B12
3396003	SIAE
3396084	VSIG2
3396107	ESAM
3396144	C11orf61
3396179	LOC100130428
3396198	ROBO4
3396249	HEPACAM
3396593	FEZ1
3396660	ACRV1
3396726	PATE2
3396736	PUS3
3396770	CDON
3396883	RPUSD4
3396916	SRPR
3397003	KIRREL3
3397589	ETS1
3397774	KCNJ1
3397792	C11orf45
3397847	TP53AIP1
3397877	ARHGAP32
3397951	FLJ45950
3398076	NFRKB
3398145	PRDM10
3398241	ZBTB44
3398328	ADAMTS8
3398482	SNX19
3398754	C11orf39
3399004	OPCML
3399379	SPATA19
3399398	LOC283174
3399456	IGSF9B
3399545	NCAPD3
3399623	THYN1
3399678	B3GAT1
3399922	IQSEC3
3400034	WNK1
3400190	CCDC77
3400236	B4GALNT3
3400384	WNK1
3400413	ERC1
3400586	WNT5B
3400625	ADIPOR2
3400730	CACNA1C
3401086	CACNA1C
3401099	FKBP4
3401119	ITFG2
3401197	C12orf32
3401217	TULP3
3401259	TEAD4
3401325	TSPAN9
3401381	TSPAN9
3401438	PRMT8
3401704	CCND2
3401756	C12orf5
3401804	RAD51AP1
3401828	DYRK4
3401878	NDUFA9
3401920	GALNT8
3401953	KCNA6
3401994	KCNA1
3402039	KCNA5
3402150	NTF3
3402315	CD9
3402398	PLEKHG6
3402444	LTBR
3402506	CD27
3402522	TAPBPL
3402571	NCAPD2
3402684	ZNF384
3402697	COPS7A
3402736	PTMS
3402757	LAG3
3402786	CD4
3402814	GPR162
3402836	LEPREL2
3402874	GNB3
3402899	USP5
3402935	TPI1
3402964	RPL13P5
3402978	DSTNP2
3402984	LRRC23
3403015	ENO2
3403045	ATN1
3403077	C12orf57
3403092	PTPN6
3403140	EMG1
3403168	C1S
3403224	LOC283314
3403244	CLSTN3
3403299	PEX5
3403414	DPPA3
3403427	NANOGNB
3403482	NANOGP1
3403539	FOXJ2
3403567	NECAP1
3403595	CLEC4A
3403612	ZNF705A
3403754	CLEC6A
3403773	CLEC4D
3403841	RIMKLB
3403889	A2ML1
3403981	PHC1
3404030	KLRG1
3404436	CLEC2D
3404496	KLRF1
3404530	CLEC12A
3404549	CLEC12B
3404567	CLEC9A
3404626	C12orf59
3404636	GABARAPL1
3404660	KLRD1
3405032	ETV6
3405207	BCL2L14
3405297	LOH12CR1
3405396	CREBL2
3405440	CDKN1B
3405515	APOLD1
3405531	DDX47
3405587	GPRC5A
3405748	EMP1
3406015	ATF7IP
3406179	H2AFJ
3406195	C12orf60
3406229	PDE6H
3406329	PTPRO
3406421	STRAP
3406493	DERA
3406589	MGST1
3406880	PIK3C2G
3407016	CAPZA3
3407096	PLEKHA5
3407229	AEBP2
3407453	PDE3A
3407583	SLCO1C1
3407629	SLCO1B3
3407683	SLCO1B1
3407770	IAPP
3407793	PYROXD1
3407824	GOLT1B
3407849	C12orf39
3407926	CMAS
3408018	ETNK1
3408505	LRMP
3408573	LYRM5
3408733	RASSF8
3408831	SSPN
3408966	FGFR1OP2
3409006	MED21
3409081	STK38L
3409127	ARNTL2
3409211	PPFIBP1
3409330	MRPS35
3409364	KLHDC5
3409432	CCDC91
3409605	FAR2
3410056	TSPAN11
3410241	FLJ13224
3410322	C12orf72
3410384	C12orf35
3410445	BICD1
3410614	FGD4
3410695	DNM1L
3410908	ALG10
3411234	C12orf40
3411721	CNTN1
3411810	PDZRN4
3412008	PPHLN1
3412296	IRAK4
3412345	TMEM117
3413067	FAM113B
3413212	SLC48A1
3413278	TMEM106C
3413344	PFKM
3413456	H1FNT
3413479	ANP32D
3413495	C12orf54
3413525	OR8S1
3413604	CACNB3
3413643	CCDC65
3413701	WNT1
3413787	TUBA1C
3413852	PRPH
3413875	TROAP
3413927	DNAJC22
3413950	SPATS2
3414029	KCNH3
3414104	PRPF40B
3414186	TMBIM6
3414296	AQP2
3414315	AQP5
3414326	AQP6
3414351	ACCN2
3414390	SMARCD1
3414419	GPD1
3414440	C12orf62
3414512	LARP4
3414561	DIP2B
3414632	DIP2B
3414695	ATF1
3414723	TMPRSS12
3414739	METTL7A
3414776	LETMD1
3414846	DAZAP2
3414885	SLC4A8
3414969	SCN8A
3415046	FLJ33996
3415068	ANKRD33
3415109	ACVRL1
3415148	ACVR1B
3415193	GRASP
3415229	NR4A1
3415273	C12orf44
3415320	KRT7
3415368	KRT86
3415576	KRT18
3415668	TENC1
3415744	IGFBP6
3415763	SOAT2
3415812	ZNF740
3415849	MFSD5
3415857	ESPL1
3415915	PFDN5
3415937	C12orf10
3415969	SP1
3415988	AMHR2
3416019	PRR13
3416036	PCBP2
3416114	TARBP2
3416256	HOXC13
3416268	HOXC12
3416278	HOXC11
3416290	HOXC10
3416301	HOXC6
3416344	HOXC9
3416353	HOXC8
3416483	HNRNPA1
3416522	COPZ1
3416577	NCKAP1L
3416651	PDE1B
3416702	MUCL1
3416733	NEUROD4
3416740	OR6C74
3416773	OR9K2
3416830	OR6C1
3416834	OR6C3
3416852	OR6C76
3416856	OR6C2
3416895	METTL7B
3416909	BLOC1S1
3416921	RDH5
3416943	GDF11
3416977	ORMDL2
3416996	MMP19
3417075	DGKA
3417146	CDK2
3417161	RAB5B
3417184	SUOX
3417201	IKZF4
3417249	ERBB3
3417309	PA2G4
3417345	RPL41
3417356	ZC3H10
3417371	ESYT1
3417435	MYL6B
3417457	MYL6
3417485	OBFC2B
3417500	SLC39A5
3417531	COQ10A
3417557	IL23A
3417574	SPRYD4
3417583	RBMS2
3417703	HSD17B6
3417767	GPR182
3417788	HBCBP
3417809	NAB2
3417842	LRP1
3417988	NXPH4
3418007	SHMT2
3418100	INHBC
3418111	INHBE
3418120	GLI1
3418153	MARS
3418214	MBD6
3418249	KIF5A
3418298	KIF5A
3418303	PIP4K2C
3418329	DTX3
3418354	ARHGEF25
3418394	SLC26A10
3418436	OS9
3418492	TSPAN31
3418513	MARCH9
3418534	FAM119B
3418551	TSFM
3418610	XRCC6BP1
3419147	USP15
3419239	MON2
3419471	RPL14
3419585	TMEM5
3419641	SRGAP1
3419807	XPOT
3419849	TBK1
3419898	RASSF3
3420079	LEMD3
3420151	MSRB3
3420316	HMGA2
3420442	IRAK3
3420497	HELB
3420713	CAND1
3420854	DYRK2
3421118	RAP1B
3421177	NUP107
3421244	SLC35E3
3421285	3421285
3421300	MDM2
3421446	CPSF6
3421511	LYZ
3421523	YEATS4
3421579	FRS2
3421630	CCT2
3421706	RAB3IP
3421762	RAB3IP
3421824	C12orf28
3421897	CNOT2
3421985	KCNMB4
3422144	LGR5
3422215	THAP2
3422231	TMEM19
3422269	RAB21
3422326	TBC1D15
3422386	TPH2
3422458	TRHDE
3422703	ATXN7L3B
3422804	GLIPR1L1
3422826	GLIPR1L2
3422855	GLIPR1
3423184	ZDHHC17
3423301	NAV3
3423622	SYT1
3424030	C12orf64
3424158	MYF6
3424174	MYF5
3424218	ACSS3
3424379	C12orf26
3424442	TMTC2
3424705	LRRIQ1
3424785	ALX1
3424898	NTS
3425108	C12orf29
3425134	TMTC3
3425632	C12orf37
3425983	PLEKHG7
3426169	NUDT4
3426215	MRPL42
3426257	SOCS2
3426301	CRADD
3426502	PLXNC1
3426828	VEZT
3426917	METAP2
3427014	SNRPF
3427032	AMDHD1
3427098	ELK3
3427282	C12orf63
3427352	NEDD1
3427767	TMPO
3427820	SLC25A3
3427876	APAF1
3428035	FAM71C
3428088	ACTR6
3428131	SCYL2
3428190	SLC17A8
3428225	NR1H4
3428268	GAS2L3
3428333	ANO4
3428447	UTP20
3428573	SPIC
3428596	MYBPC1
3428671	CHPT1
3428783	DRAM1
3428845	C12orf48
3429008	ASCL1
3429159	STAB2
3429312	HSP90B1
3429365	TDG
3429406	HCFC2
3429460	TXNRD1
3429555	EID3
3429566	CHST11
3429754	KIAA1033
3429857	C12orf75
3430086	TCP11L2
3430129	POLR3B
3430228	RFX4
3430331	RIC8B
3430389	C12orf23
3430462	BTBD11
3430552	PWP1
3430603	ASCL4
3430620	WSCD2
3430716	FICD
3430776	ISCU
3430868	DAO
3430894	USP30
3430926	UNG
3430959	ACACB
3431071	MYO1H
3431143	UBE3B
3431220	MVK
3431247	C12orf34
3431318	TCHP
3431376	ANKRD13A
3431426	IFT81
3431483	ATP2A2
3431553	C12orf24
3431620	TCTN1
3431701	CCDC63
3431892	SH2B3
3432030	ACAD10
3432090	ALDH2
3432138	MAPKAPK5
3432225	ERP29
3432267	TRAFD1
3432333	PTPN11
3432394	RPH3A
3432438	OAS1
3432467	OAS3
3432514	OAS2
3432556	DTX1
3432641	C12orf52
3432678	TPCN1
3432754	PLBD2
3432798	SDSL
3433466	NCRNA00173
3433538	RNFT2
3433591	FBXW8
3433747	RFC5
3433796	PEBP1
3433843	SUDS3
3433929	SRRM4
3434012	HSPB8
3434048	CCDC60
3434142	PRKAB1
3434193	CCDC64
3434308	SIRT4
3434374	GATC
3434393	DYNLL1
3434413	RNF10
3434490	CABP1
3434525	MLEC
3434562	UNC119B
3434594	ACADS
3434681	HNF1A
3434726	P2RX7
3434760	P2RX4
3434823	RNF34
3434888	ORAI1
3435050	PSMD9
3435078	WDR66
3435192	MLXIP
3435241	LRRC43
3435267	B3GNT4
3435362	KNTC1
3435490	DENR
3435515	CCDC62
3435548	HIP1R
3435653	OGFOD2
3435681	ARL6IP4
3435752	C12orf65
3435853	TMED2
3435902	DDX55
3435946	GTF2H3
3435980	TCTN2
3436021	ATP6V0A2
3436082	DNAH10
3436117	DNAH10
3436236	ZNF664
3436329	FAM101A
3436544	BRI3BP
3436571	AACS
3437500	GLT1D1
3437780	FZD10
3437801	PIWIL1
3438027	RAN
3438061	GPR133
3438417	SFSWAP
3438482	MMP17
3438527	ULK1
3438581	PUS1
3438617	EP400
3438772	EP400NL
3438847	FBRSL1
3439013	NOC4L
3439063	ZNF26
3439132	P2RX2
3439178	PXMP2
3439195	PGAM5
3439268	NHP2L1
3439305	ZNF84
3439356	ZNF140
3439378	ZNF10
3439510	SLC6A12
3439549	SLC6A13
3439603	KDM5A
3439732	NINJ2
3439836	RAD52
3440017	FBXL14
3440066	CACNA2D4
3440192	DCP1B
3440568	NRIP2
3440598	FOXM1
3440921	EFCAB4B
3440998	LOC100128816
3441011	PARP11
3441168	FGF23
3441190	FGF6
3441215	C12orf4
3441280	AKAP3
3441527	FLJ44874
3441542	ANO2
3441685	VWF
3441849	TNFRSF1A
3441885	SCNN1A
3441941	VAMP1
3441955	MRPL51
3441986	IFFO1
3442024	NOP2
3442054	CHD4
3442137	LPAR5
3442150	ACRBP
3442176	ING4
3442205	ZNF384
3442249	C12orf53
3442282	MLF2
3442322	CDCA3
3442345	SPSB2
3442396	PHB2
3442427	LPCAT3
3442475	C1R
3442514	C1RL
3442579	RBP5
3442641	CD163L1
3442706	CD163
3442752	APOBEC1
3442774	GDF3
3442785	CLEC4C
3442812	SLC2A14
